joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0,0,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
0,0,2.450629,1,1,-9,1,-9,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
0,0,3.60659,1,1,-10,1,-10,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0,0,4.79018,1,1,-11,1,-11,0,0,0,0,0,0,0,0,3,7,7,3,0,0,1,0,0
0,0,5.984735,1,1,-12,1,-12,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0,0,7.184518,1,1,-13,1,-13,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
0,0,8.387032,1,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
0,0,9.591007,1,1,-15,1,-15,0,0,0,0,0,0,0,0,5,3,3,3,0,0,1,0,0
-20.75,3.5,10.795725,1,1,-16,1,-16,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-37.5,11.5,19.120449,1,1,-17,1,-17,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-35.25,12.25,56.657318,0,1,-18,1,-18,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-35.25,12.25,93.441203,0,1,-19,1,-19,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-35.25,12.25,130.2956,0,1,-20,1,-20,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-35.25,12.25,167.173967,0,1,-21,1,-21,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
-25.0,5.5,204.063383,0,1,-22,1,-22,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-17.0,0.5,212.09757,0,1,-23,1,-23,0,0,0,0,0,0,0,0,5,3,7,5,0,0,1,0,0
-14.25,-1.75,204.683373,0,1,-24,1,-24,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-11.5,-5.25,212.33632,0,1,-25,1,-25,0,0,0,0,0,0,0,0,3,3,5,3,0,0,1,0,0
-11.0,-6.0,207.387368,0,1,-26,1,-26,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
