joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0.25,-16.5,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
1.0,-16.5,14.211249,1,1,-9,1,-9,0,0,0,0,0,0,0,0,3,7,5,5,0,0,1,0,0
2.0,-18.75,29.874568,1,1,-10,1,-10,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
2.75,-20.25,47.887924,1,1,-11,1,-11,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
2.0,-14.25,67.498202,0,1,-12,1,-12,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-2.25,-9.5,81.076411,0,1,-13,1,-13,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
-3.25,-7.25,89.379569,0,1,-14,1,-14,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-4.0,0.25,95.42294,0,1,-15,1,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-4.25,1.5,94.03215,0,1,-16,1,-16,0,0,0,0,0,0,0,0,5,5,3,3,0,0,1,0,0
-4.25,1.5,91.494713,0,1,-17,1,-17,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-3.5,5.5,89.087459,0,1,-18,1,-18,0,0,0,0,0,0,0,0,3,7,5,5,0,0,1,0,0
-3.5,5.5,82.78192,0,1,-19,1,-19,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
-2.0,6.5,76.59435,0,1,-20,1,-20,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-2.0,7.0,69.357853,0,1,-21,1,-21,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
0.0,6.0,61.697686,0,1,-22,1,-22,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
1.25,6.0,54.742455,0,1,-23,1,-23,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
1.25,6.0,47.582141,1,1,-24,1,-24,0,0,0,0,0,0,0,0,7,5,5,5,0,0,1,0,0
1.25,6.0,40.441177,1,1,-25,1,-25,0,0,0,0,0,0,0,0,6,6,4,6,0,0,1,0,0
1.25,6.0,33.331424,1,1,-26,1,-26,0,0,0,0,0,0,0,0,5,5,3,7,0,0,1,0,0
1.25,6.0,26.27746,1,1,-27,1,-27,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
1.25,6.0,19.339323,1,1,-28,1,-28,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
1.25,6.0,12.7064,1,1,-29,1,-29,0,0,0,0,0,0,0,0,6,4,6,6,0,0,1,0,0
1.25,6.0,7.26551,1,1,-30,1,-30,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
1.25,6.0,6.925715,1,1,-31,1,-31,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
1.25,6.0,12.121681,1,1,-32,1,-32,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
1.25,6.0,18.698749,1,1,-33,1,-33,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
1.25,6.0,25.613169,1,1,-34,1,-34,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
1.25,6.0,32.65044,1,1,-35,1,-35,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
1.25,6.0,39.744611,1,1,-35,1,-36,0,1,0,0,0,0,0,0,5,3,7,5,0,0,1,0,0
1.25,6.0,46.869194,1,1,-35,1,-37,0,1,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
1.25,6.0,54.011564,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,5,7,3,0,0,1,0,0
1.25,6.0,61.164952,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0
1.25,6.0,68.3254,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,5,5,3,0,0,1,0,0
1.25,6.0,75.490434,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0
1.25,6.0,82.658426,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,7,3,3,0,0,1,0,0
1.25,2.5,89.828255,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0
-3.0,-10.5,93.714751,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0
-3.75,-11.5,83.947585,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0
-6.25,-14.25,72.99265,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,7,3,5,0,0,1,0,0
-8.25,-17.25,58.552096,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0
-8.25,-17.25,40.581722,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0
-8.25,-17.25,22.643334,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
-8.5,-17.25,5.107098,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,5,7,7,0,0,1,0,0
-8.75,-17.25,13.824451,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
-8.5,-16.75,31.932039,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0
-5.0,-12.75,49.559702,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0
-5.0,-12.75,62.042103,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0
-5.0,-12.75,74.567795,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0
-4.75,-11.0,87.11904,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,5,5,3,0,0,1,0,0
-2.75,-5.5,97.989085,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
-2.75,-5.5,103.028322,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0
-1.25,-5.0,108.069859,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0
0.25,-1.0,112.046763,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0
1.25,4.25,111.771148,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
2.25,9.25,106.283056,0,1,-35,1,-38,0,1,0,1,0,0,0,0,3,5,5,7,0,0,1,0,0
2.25,10.0,95.818313,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0
2.25,10.0,84.6975,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,3,5,7,0,0,1,0,0
2.25,10.0,73.623733,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.25,9.75,62.620728,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0
2.25,9.5,51.945123,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.25,9.5,41.655779,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,3,3,5,0,0,1,0,0
2.25,9.5,31.694366,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.25,9.5,22.497124,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,3,3,7,0,0,1,0,0
2.25,9.5,15.485551,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.25,9.5,14.332136,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0
0.75,2.5,20.069215,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0
0.75,2.25,22.534164,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,3,3,3,0,0,1,0,0
0.75,2.25,25.043958,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0
0.75,2.0,27.747303,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,3,5,5,0,0,1,0,0
0.75,2.0,30.343487,1,1,-35,1,-38,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
0.75,2.0,33.041877,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,3,5,3,0,0,1,0,0
0.75,2.0,35.818571,1,1,-35,1,-38,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
0.75,2.0,38.655939,1,1,-35,1,-38,0,1,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0
0.75,2.0,41.54083,1,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0
0.75,2.0,44.463314,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0
0.75,2.0,47.415795,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
0.75,2.0,50.392384,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,7,5,0,0,1,0,0
0.75,2.0,53.388458,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
0.75,2.0,56.400348,0,1,-35,1,-38,0,1,0,1,0,0,0,0,3,7,7,5,0,0,1,0,0
0.75,2.0,59.425106,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
-0.75,-5.75,62.46034,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,5,7,0,0,1,0,0
-1.25,-7.0,57.613408,0,1,-35,1,-38,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
-2.0,-9.0,51.449261,0,1,-35,1,-38,0,1,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0
-2.5,-9.0,43.174097,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,2,6,6,0,0,1,0,0
-2.5,-9.0,34.778066,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,1,7,5,1,0,1,0,0
-2.5,-9.0,26.383079,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,2,6,6,1,0,1,0,0
-2.5,-9.0,17.995147,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,1,7,5,1,0,1,0,0
-2.5,-9.0,9.641329,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,2,6,6,1,0,1,0,0
-2.5,-9.0,1.903868,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,1,5,5,1,0,1,0,0
-2.5,-9.0,7.483589,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,0,6,4,1,0,1,0,0
-2.5,-9.0,15.819794,1,1,-35,1,-38,0,1,0,1,0,0,0,0,7,1,5,3,1,0,1,0,0
-2.5,-9.0,24.219511,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,0,4,4,1,0,1,0,0
-2.5,-9.0,32.636442,1,1,-35,1,-38,0,1,0,1,0,0,0,0,5,1,5,3,1,0,1,0,0
-2.5,-9.0,41.062182,1,1,-35,1,-38,0,1,0,1,0,0,0,0,6,0,4,4,1,0,1,0,0
-2.5,-9.0,49.494062,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,1,3,5,1,0,1,0,0
-2.5,-9.0,57.930981,0,1,-35,1,-38,0,1,0,1,0,0,0,0,6,2,4,6,1,0,1,0,0
-1.5,-4.25,66.372415,0,1,-35,1,-38,0,1,0,1,0,0,0,0,7,1,5,5,1,0,1,0,0
