joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
-12.75,-4.0,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
89.75,3.25,12.093712,1,1,-9,1,-9,0,0,0,0,0,0,0,0,3,7,5,3,0,0,1,0,0
89.75,2.25,78.589281,0,1,-10,1,-10,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
89.75,2.25,169.171245,0,1,-11,1,-11,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
89.75,2.25,194.602174,0,1,-12,1,-12,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
89.5,2.25,194.773001,0,1,-13,1,-13,0,0,0,0,0,0,0,0,5,3,3,3,0,0,1,0,0
89.0,2.5,194.995511,0,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
83.25,-0.25,195.293225,0,1,-15,1,-15,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
77.0,-2.25,190.409235,0,1,-16,1,-16,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
73.0,-3.75,195.232802,0,1,-17,1,-17,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
73.0,-3.75,191.776868,0,1,-18,1,-18,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
73.0,-3.75,194.793015,0,1,-19,1,-19,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
71.5,-4.25,194.634125,0,1,-20,1,-20,0,0,0,0,0,0,0,0,6,4,6,6,0,0,1,0,0
68.75,-4.5,193.772936,0,1,-21,1,-21,0,0,0,0,0,0,0,0,7,3,7,5,0,0,1,0,0
67.5,-4.75,194.417975,0,1,-22,1,-22,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
65.0,-4.75,193.925842,0,1,-23,1,-23,0,0,0,0,0,0,0,0,5,3,5,3,0,0,1,0,0
60.75,-5.25,194.464531,0,1,-24,1,-24,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
60.5,-5.25,191.149472,0,1,-25,1,-25,0,0,0,0,0,0,0,0,7,3,7,3,0,0,1,0,0
55.0,-5.25,194.879744,0,1,-26,1,-26,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
55.0,-5.25,190.522022,0,1,-27,1,-27,0,0,0,0,0,0,0,0,7,3,7,3,0,0,1,0,0
54.75,-5.25,195.677807,0,1,-28,1,-28,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
50.5,-4.0,196.219196,0,1,-29,1,-29,0,0,0,0,0,0,0,0,5,3,7,5,0,0,1,0,0
45.0,-2.25,193.221005,0,1,-30,1,-30,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
36.25,0.5,196.867744,0,1,-31,1,-31,0,0,0,0,0,0,0,0,3,5,5,3,0,0,1,0,0
