joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
30.25,54.5,2.139936,1,1,-8,1,-8,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
72.5,35.0,65.663398,0,1,-9,1,-9,0,0,0,0,0,0,0,0,3,3,7,5,0,0,1,0,0
62.25,42.75,140.658394,0,1,-10,1,-10,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
51.75,40.25,216.991845,0,1,-11,1,-11,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
47.0,25.5,263.661669,0,1,-12,1,-12,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-11.75,7.75,272.127463,0,1,-13,1,-13,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-10.0,5.0,252.462492,0,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-12.75,1.75,250.304907,0,1,-15,1,-15,0,0,0,0,0,0,0,0,3,5,5,3,0,0,1,0,0
-20.25,-5.25,244.354769,0,1,-16,1,-16,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-28.5,-12.0,228.765807,0,1,-17,1,-17,0,0,0,0,0,0,0,0,3,3,7,5,0,0,1,0,0
-29.0,-18.5,203.721182,0,1,-18,1,-18,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-32.0,-26.0,174.172451,0,1,-19,1,-19,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-34.75,-30.5,138.143356,0,1,-20,1,-20,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-34.75,-33.0,100.133384,0,1,-21,1,-21,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
-41.25,-39.5,68.477469,0,1,-22,1,-22,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-42.0,-40.75,63.321341,0,1,-23,1,-23,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
-35.75,-42.25,98.782599,0,1,-24,1,-24,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-27.75,-41.75,143.296614,0,1,-25,1,-25,0,0,0,0,0,0,0,0,7,5,5,3,0,0,1,0,0
-25.25,-39.5,185.619303,0,1,-26,1,-26,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-20.75,-35.75,227.232428,0,1,-27,1,-27,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-17.0,-28.5,256.59104,0,1,-28,1,-28,0,0,0,0,0,0,0,0,6,6,4,6,0,0,1,0,0
-15.75,-22.75,271.74638,0,1,-29,1,-29,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-5.5,-11.5,270.249584,0,1,-30,1,-30,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
3.0,-7.25,267.245818,0,1,-31,1,-31,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
3.0,-7.25,260.904486,0,1,-32,1,-32,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
3.0,-6.75,262.133292,0,1,-33,1,-33,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
3.0,-6.75,258.565435,0,1,-34,1,-34,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
9.25,-3.25,257.141612,0,1,-35,1,-35,0,0,0,0,0,0,0,0,3,5,3,7,0,0,1,0,0
11.5,1.25,247.296084,0,1,-36,1,-36,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
7.5,0.75,237.922263,0,1,-37,1,-37,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
7.0,1.0,231.606511,0,1,-38,1,-38,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
4.75,1.0,225.513752,0,1,-39,1,-39,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
4.0,1.0,220.805296,0,1,-40,1,-40,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
4.0,0.75,216.566971,0,1,-41,1,-41,0,0,0,0,0,0,0,0,3,7,7,3,0,0,1,0,0
4.0,0.75,212.579718,0,1,-42,1,-42,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
3.75,0.75,208.639619,0,1,-43,1,-43,0,0,0,0,0,0,0,0,3,7,7,5,0,0,1,0,0
3.75,0.25,204.878222,0,1,-44,1,-44,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
3.75,0.25,201.595076,0,1,-45,1,-45,0,0,0,0,0,0,0,0,5,7,7,3,0,0,1,0,0
3.75,0.25,198.36844,0,1,-46,1,-46,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
3.75,0.25,195.201066,0,1,-47,1,-47,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
3.75,0.25,192.09583,0,1,-48,1,-48,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
3.75,0.25,189.055737,0,1,-49,1,-49,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
3.75,0.25,186.083919,0,1,-50,1,-50,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
3.75,0.25,183.183633,0,1,-51,1,-51,0,1,0,0,0,0,0,0,5,5,7,5,0,0,1,0,0
3.75,0.25,180.358262,0,1,-51,1,-52,0,1,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
3.75,0.25,177.611308,0,1,-51,1,-53,0,1,0,0,0,0,0,0,3,7,5,5,0,0,1,0,0
3.75,0.25,174.946389,0,1,-51,1,-54,0,1,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
3.75,0.25,172.367231,0,1,-51,1,-55,0,1,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
3.75,0.25,169.877654,0,1,-51,1,-56,0,1,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
3.75,0.25,167.481566,0,1,-51,1,-57,0,1,0,0,0,0,0,0,5,5,7,5,0,0,1,0,0
3.75,0.25,165.182943,0,1,-51,1,-58,0,1,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
