joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0,0,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
0,0,2.450629,1,1,-9,1,-9,0,0,0,0,0,0,0,0,5,5,3,7,0,0,1,0,0
0,0,3.60659,1,1,-10,1,-10,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
0,0,4.79018,1,1,-11,1,-11,0,0,0,0,0,0,0,0,7,3,5,5,0,0,1,0,0
0,0,5.984735,1,1,-12,1,-12,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
0,0,7.184518,1,1,-13,1,-13,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
5.25,-6.0,8.387032,1,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
5.25,-6.0,10.847278,1,1,-15,1,-15,0,0,0,0,0,0,0,0,3,3,5,5,0,0,1,0,0
5.5,-6.25,17.000399,1,1,-16,1,-16,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
5.5,-7.25,24.494992,1,1,-17,1,-17,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
5.5,-7.25,32.787189,1,1,-18,1,-18,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
1.5,-4.25,41.33618,1,1,-19,1,-19,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
-2.5,-0.75,45.021335,1,1,-20,1,-20,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-2.5,-0.5,43.483381,1,1,-21,1,-21,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
-4.25,-0.25,41.817815,1,1,-22,1,-22,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-4.25,-0.25,38.603584,1,1,-23,1,-23,0,0,0,0,0,0,0,0,7,5,5,3,0,0,1,0,0
1.0,-2.75,35.452113,1,1,-24,1,-24,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
2.0,-2.0,37.982154,1,1,-25,1,-25,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
2.0,-1.25,40.81156,1,1,-26,1,-26,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
0.25,1.75,43.209203,1,1,-27,1,-27,0,0,0,0,0,0,0,0,5,3,3,5,0,0,1,0,0
-3.0,3.75,42.526677,1,1,-28,1,-28,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-4.75,4.75,38.215847,1,1,-29,1,-29,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-4.75,4.75,32.141788,1,1,-30,1,-30,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-4.75,4.75,26.489009,1,1,-31,1,-31,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-4.75,4.75,21.590472,1,1,-32,1,-32,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-4.75,4.75,18.06972,1,1,-33,1,-33,0,0,0,0,0,0,0,0,3,3,5,5,0,0,1,0,0
-4.75,4.75,16.814968,1,1,-34,1,-34,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-4.75,4.75,18.297796,1,1,-35,1,-35,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-4.75,4.0,21.970168,1,1,-36,1,-36,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-4.5,1.25,26.202355,1,1,-37,1,-37,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
-4.5,1.0,28.389403,1,1,-38,1,-38,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-4.5,1.0,30.779133,1,1,-39,1,-39,0,0,0,0,0,0,0,0,3,5,7,3,0,0,1,0,0
-4.5,1.0,33.524511,1,1,-40,1,-40,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-4.5,1.0,36.545478,1,1,-41,1,-41,0,0,0,0,0,0,0,0,3,5,7,5,0,0,1,0,0
-1.25,1.0,39.779303,1,1,-42,1,-42,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
2.25,-1.5,41.709085,1,1,-43,1,-43,0,0,0,0,0,0,0,0,3,7,7,5,0,0,1,0,0
2.25,-1.5,39.975023,1,1,-44,1,-44,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
1.25,-3.25,38.406887,1,1,-45,1,-45,0,0,0,0,0,0,0,0,5,7,5,7,0,0,1,0,0
1.25,-3.25,35.58001,1,1,-46,1,-46,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
0.5,-4.5,32.799784,1,1,-47,1,-47,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
0.5,-4.5,29.00454,1,1,-48,1,-48,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
0.5,-4.5,25.214828,1,1,-49,1,-49,0,0,0,0,0,0,0,0,5,5,7,5,0,0,1,0,0
0.5,-4.5,21.434207,1,1,-50,1,-50,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0.5,-4.5,17.669295,1,1,-51,1,-51,0,0,0,0,0,0,0,0,3,5,7,3,0,0,1,0,0
0.5,-4.5,13.933847,1,1,-52,1,-52,0,1,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0.5,-4.5,10.261515,1,1,-52,1,-53,0,1,0,1,0,0,0,0,3,5,5,5,0,0,1,0,0
0.5,-4.5,6.758226,1,1,-52,1,-53,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
0.5,-4.5,3.912482,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0
0.5,-4.5,3.772498,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0
0.5,-4.5,6.517549,1,1,-52,1,-53,0,1,0,1,0,0,0,0,7,5,7,5,0,0,1,0,0
0.5,-4.5,10.004025,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0
0.5,-4.5,13.677413,1,1,-52,1,-53,0,1,0,1,0,0,0,0,7,3,5,5,0,0,1,0,0
0.5,-4.5,17.420854,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0
0.5,-4.5,21.198097,1,1,-52,1,-53,0,1,0,1,0,0,0,0,7,3,5,3,0,0,1,0,0
0.25,-4.5,24.99454,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0
-0.25,-2.0,28.696302,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,3,5,3,0,0,1,0,0
-0.75,-1.25,29.93176,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.75,-0.5,30.278076,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0
-0.75,-0.5,29.945187,1,1,-52,1,-53,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
-0.75,-0.5,29.614374,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0
-0.75,-0.5,29.285647,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0
-0.75,-0.5,28.95902,1,1,-52,1,-53,0,1,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0
-0.75,-0.5,28.634501,1,1,-52,1,-53,0,1,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0
-0.75,-0.5,28.312102,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0
-0.75,-0.5,27.991831,1,1,-52,1,-53,0,1,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0
-0.75,-0.5,27.673697,1,1,-52,1,-53,0,1,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0
